Timestamp,Datetime,Std2Min,Elongation_L,Area_L,Elongation_M,Area_M,Elongation_R,Area_R,Brightness
1707023536,2024-02-04 13:12:16,217.51076,1.762003307154345,2252.5,1.1651794015073218,3716.0,1.4855883890914572,1989.5,113.48411065156223
1707023546,2024-02-04 13:12:26,217.96326,1.7695796382832438,2381.5,1.19616178088101,3914.5,1.5481366806925925,2103.0,115.43660021173557
1707023556,2024-02-04 13:12:36,213.21916,1.726427010177083,2483.0,1.1717294496569108,4020.0,1.5232719007942757,2182.5,115.94910328557071
1707023566,2024-02-04 13:12:46,218.04953,1.7879666290837997,2309.0,1.2011637498484484,3816.0,1.5939500920150258,2069.5,114.2737205144064
1707023576,2024-02-04 13:12:56,213.4022,1.7669996657763316,2451.5,1.1826674471113463,3987.5,1.5603273683367227,2168.5,115.7844630992097
1707023586,2024-02-04 13:13:06,212.38916,1.17645333318942,4173.5,1.7341628477555175,2555.5,1.5417579117836022,2260.5,120.31679597903063
1707023597,2024-02-04 13:13:17,216.20628,1.7885028385215045,2363.5,1.1969549038834861,3879.5,1.5634352531428175,2109.0,123.1513706789442
1707023607,2024-02-04 13:13:27,212.50748,1.7395796823193181,2503.0,1.1457495094322105,4066.5,1.5315734035088948,2187.0,116.07442780677114
1707023617,2024-02-04 13:13:37,211.12457,1.724305032058528,2681.5,1.1773240688847615,4344.5,1.5505383456300956,2398.5,126.27684781118475
1707023627,2024-02-04 13:13:47,212.0214,1.7175021920594449,2458.5,1.1490475566511338,3988.0,1.5218040449868833,2174.5,115.66013714130669
1707023637,2024-02-04 13:13:57,210.76819,1.7322930184672343,2541.5,1.1643461949729694,4152.5,1.5325134643206768,2255.5,116.79511409756084
1707023647,2024-02-04 13:14:07,212.81482,1.7674011932124691,2476.0,1.1883482601532673,4043.5,1.5449280907295684,2221.0,116.25458915170722
1707023657,2024-02-04 13:14:17,216.29073,1.770968868097992,2387.5,1.201461830532651,3939.5,1.5391815386527583,2126.0,115.46424132817106
1707023668,2024-02-04 13:14:28,212.06741,1.7058491485403475,2518.5,1.1242336434751787,4062.0,1.5013331192192434,2188.0,116.05000860779575
1707023678,2024-02-04 13:14:38,216.80441,1.747977329284605,2347.5,1.17127189443847,3845.5,1.5354004011786462,2086.0,122.39538421290561
1707023688,2024-02-04 13:14:48,210.09724,1.1976657620472024,965.5,1.1305020652165825,1957.0,1.6960738197460379,2786.5,125.0659266541925
1707023698,2024-02-04 13:14:58,209.81665,1.6824862273531356,2604.0,1.1428681239882825,4220.0,1.4996169471576533,2304.5,117.11518496046459
1707023708,2024-02-04 13:15:08,213.06485,1.7664254945087077,2480.0,1.1811246634438255,4035.0,1.5401308499626036,2201.0,115.94925104445042
1707023718,2024-02-04 13:15:18,209.69006,1.7183462005510342,2853.0,1.1692824318194432,4607.5,1.5614813191953805,2556.0,127.96429581066393
1707023728,2024-02-04 13:15:28,210.21964,1.6850959492447144,2678.5,1.134793109961646,4262.5,1.501851563408735,2357.0,125.90563395136815
1707023739,2024-02-04 13:15:39,209.45737,1.7116051452048786,2535.5,1.1374689595780292,4047.0,1.4730141440139404,2210.5,116.06316145995635
1707023749,2024-02-04 13:15:49,nan,,,,,,,nan
1707023759,2024-02-04 13:15:59,216.22943,1.7611770502090685,2436.5,1.1992069679633999,4019.5,1.5365580175774518,2157.5,115.85886101044181
1707023769,2024-02-04 13:16:09,nan,,,,,,,nan
1707023779,2024-02-04 13:16:19,nan,,,,,,,nan
1707023789,2024-02-04 13:16:29,nan,,,,,,,nan
1707023799,2024-02-04 13:16:39,209.79167,1.6999637546030752,2780.5,1.139148504050495,4447.0,1.5191836636937728,2447.5,119.2348840445776
1707023809,2024-02-04 13:16:49,nan,,,,,,,nan
1707023820,2024-02-04 13:17:00,210.24443,1.727976855560407,2601.5,1.1561810842476774,4208.0,1.4880154722106498,2272.5,117.32836862720191
1707023830,2024-02-04 13:17:10,211.38754,1.7283095540143074,2645.0,1.1469011073213087,4233.0,1.5347490091662317,2312.5,117.96559569406637
1707023840,2024-02-04 13:17:20,210.66225,1.7391293035857065,2631.5,1.1453658314849011,4222.0,1.4860116309806586,2296.5,118.27561731285037
1707023850,2024-02-04 13:17:30,210.37091,1.7303385581481148,2599.0,1.142675983456743,4201.0,1.4686571311762202,2260.5,117.79463557838038
1707023860,2024-02-04 13:17:40,211.81093,1.163641556060952,4319.0,1.7162287779181078,2658.0,1.4882427989706903,2358.0,121.73716037873791
1707023870,2024-02-04 13:17:50,211.09329,1.169259573733906,4036.5,1.7098542668038514,2467.0,1.5080417786195466,2196.5,119.49521723546485
1707023880,2024-02-04 13:18:00,215.637,1.1468565557015913,3739.0,1.721416142530337,2303.0,1.500009641438539,1990.5,117.41454129541093
1707023891,2024-02-04 13:18:11,214.1657,1.1585144812638868,3983.0,1.736233120316652,2437.5,1.4928628169948939,2175.5,119.20714859584062
1707023901,2024-02-04 13:18:21,214.2469,1.170244261711008,3910.0,1.7456033405356954,2364.5,1.4975555067720343,2069.5,118.43907839712605
1707023911,2024-02-04 13:18:31,nan,,,,,,,nan
1707023921,2024-02-04 13:18:41,nan,,,,,,,nan
1707023931,2024-02-04 13:18:51,209.41287,1.2131250004163134,4399.5,1.754771180930635,2698.0,1.5606115431753158,2455.0,122.1652194416501
1707023941,2024-02-04 13:19:01,209.92197,1.1435783953031253,4436.0,1.7176411668713238,2782.0,1.5080909609877289,2446.0,122.13637425880206
1707023951,2024-02-04 13:19:11,210.7167,1.7180287331630049,2699.5,1.1456552186668678,4287.5,1.5076456654532076,2355.0,118.05781882764435
1707023962,2024-02-04 13:19:22,207.90318,1.6949923712528887,2843.0,1.1281450961085324,4505.5,1.4644278641463382,2465.0,119.56707224186354
1707023972,2024-02-04 13:19:32,212.29022,1.1619754631871928,4417.0,1.737369828862066,2718.5,1.554706227851985,2427.0,122.41881980409096
1707023982,2024-02-04 13:19:42,207.82837,1.1468574292266545,4339.0,1.6942424146407664,2701.5,1.482644330646142,2380.0,121.73710545029107
1707023992,2024-02-04 13:19:52,211.01128,1.1340232773442667,4193.0,1.6929911460643343,2609.0,1.4717090469491778,2254.5,120.54316420011935
1707024002,2024-02-04 13:20:02,209.16312,1.1585840765451814,4430.5,1.742382012524465,2768.5,1.5332335259835808,2468.5,122.50044121889945
1707024012,2024-02-04 13:20:12,211.40521,1.1647448164849756,4205.0,1.700297867317126,2603.5,1.5041810502392972,2292.5,121.40901428374931
1707024022,2024-02-04 13:20:22,211.81712,1.141517918382852,4219.0,1.696441655675899,2635.0,1.459817762269699,2290.0,121.2478404250732
1707024033,2024-02-04 13:20:33,213.73502,1.1849559520602513,4037.5,1.7691753907258685,2436.0,1.4918747887417196,2145.0,119.55677181117923
1707024043,2024-02-04 13:20:43,207.13237,1.1335163370856434,4520.5,1.6981967742547373,2869.0,1.4555945783753428,2456.0,122.93685309678469
1707024053,2024-02-04 13:20:53,211.18857,1.1362353863856811,4366.5,1.6924868353392841,2727.0,1.4888626760219164,2402.5,121.95999555508834
1707024063,2024-02-04 13:21:03,210.30743,1.1522824602243427,4225.5,1.722684402286067,2645.5,1.4822991892474915,2312.0,121.19508316779238
1707024073,2024-02-04 13:21:13,209.83133,1.1896092723814138,4532.0,1.7171809056090779,2799.0,1.5332401465297878,2496.5,122.85551652193323
1707024083,2024-02-04 13:21:23,209.60364,1.1559419597979403,4469.0,1.6959273259618248,2796.5,1.5010035073981842,2477.5,122.80995303334558
1707024093,2024-02-04 13:21:33,205.74406,1.1461777311818047,4656.5,1.7033364613275366,2966.5,1.4703326326309416,2599.5,124.13561507541971
1707024103,2024-02-04 13:21:43,211.93872,1.1509604117059005,4249.0,1.7069288337975634,2633.0,1.517620859582142,2318.5,121.46744261168364
1707024114,2024-02-04 13:21:54,209.23485,1.1403922275581633,4368.5,1.7194094803052027,2732.0,1.4869206711438891,2388.0,121.76042912168722
1707024124,2024-02-04 13:22:04,211.02698,1.1494947126684218,4214.5,1.7185056161257422,2605.5,1.499295378011261,2281.0,120.90431808502336
1707024134,2024-02-04 13:22:14,210.66913,1.1530517240601683,4474.0,1.725255533696454,2766.0,1.5025064732538127,2420.0,122.66552438666916
1707024144,2024-02-04 13:22:24,210.19698,1.1699130148017847,4199.5,1.748890804242091,2566.5,1.5042669204778707,2281.5,120.78702014379348
1707024154,2024-02-04 13:22:34,211.31226,1.7189000086176205,2520.0,1.156925386703097,4082.5,1.4715808182732375,2174.5,116.67041916286257
1707024164,2024-02-04 13:22:44,211.31894,1.720126140572432,2606.5,1.143503665538327,4182.0,1.4909559845169718,2280.5,117.32347326417087
1707024174,2024-02-04 13:22:54,210.90274,1.7079132553399352,2407.5,1.1515218425767764,3921.5,1.47532816463862,2099.5,115.29595715393805
1707024185,2024-02-04 13:23:05,212.3872,1.7193082872084904,2604.0,1.1734642913624553,4204.5,1.5138880902404326,2247.0,117.154476454666
1707024195,2024-02-04 13:23:15,216.36035,1.7150836131048623,2432.5,1.1517328289214777,3954.5,1.4888959053988187,2128.5,115.18660253647948
1707024205,2024-02-04 13:23:25,211.7164,1.7015810439209647,2536.5,1.1468668572737046,4114.5,1.4754479855332459,2201.0,116.39342547831575
1707024215,2024-02-04 13:23:35,210.94547,1.7183883017454775,2629.0,1.1478994039735897,4298.0,1.5201043492919757,2323.0,117.79418872264728
1707024225,2024-02-04 13:23:45,211.84164,1.718432793193297,2508.0,1.150871067502749,4108.5,1.5034552714814404,2228.0,116.48772256321166
1707024235,2024-02-04 13:23:55,210.00632,1.7050718148104278,2616.5,1.1382623941631491,4188.5,1.4703376120634937,2251.0,117.22737160799498
1707024245,2024-02-04 13:24:05,209.49449,1.6888750557056116,2843.5,1.1489313876694862,4561.0,1.5545499349313563,2570.5,119.41566444232163
1707024256,2024-02-04 13:24:16,211.83107,1.7140968605211409,2474.5,1.1474594314319617,3998.5,1.499367744584903,2136.0,115.3292854312356
1707024266,2024-02-04 13:24:26,210.94759,1.7126684207800245,2712.0,1.149828035006115,4358.5,1.5105173970194639,2365.5,125.87917491768806
1707024276,2024-02-04 13:24:36,210.65103,1.6907883613505956,2597.5,1.1363898100671777,4195.5,1.4942634481320667,2290.0,124.7155986422664
1707024286,2024-02-04 13:24:46,215.48141,1.7615711657359117,2497.5,1.193254742638479,4163.0,1.513697034181555,2198.5,116.66987788504157
1707024296,2024-02-04 13:24:56,nan,,,,,,,nan
1707024306,2024-02-04 13:25:06,1523.2661,,,,,,,231.3298690576603
1707024316,2024-02-04 13:25:16,214.57733,1.737838810464195,2426.0,1.1453987668195857,3979.0,1.423593318935837,2082.5,115.20004417367346
1707024327,2024-02-04 13:25:27,218.06955,1.751542228230954,2366.5,1.1928622051064033,3876.5,1.5019339620189402,2114.5,114.49793428163983
1707024337,2024-02-04 13:25:37,nan,,,,,,,nan
1707024347,2024-02-04 13:25:47,214.47795,1.7602061249860366,2433.5,1.1663426487768132,4060.5,1.4626794862647041,2119.0,115.71474190524867
1707024357,2024-02-04 13:25:57,nan,,,,,,,nan
1707024367,2024-02-04 13:26:07,nan,,,,,,,nan
1707024377,2024-02-04 13:26:17,211.872,1.6874909095186261,2442.5,1.1386908622510663,3951.5,1.4402376851550602,2146.5,115.40252064486872
1707024388,2024-02-04 13:26:28,213.23642,1.7465757643645476,2504.5,1.1626643022880698,4110.5,1.4414142488052128,2165.0,115.98832856335432
1707024398,2024-02-04 13:26:38,212.52254,1.7083880697572598,2590.5,1.1447034570950794,4178.5,1.4715483495152226,2222.5,116.8792213693346
1707024408,2024-02-04 13:26:48,213.57535,1.6972452279428445,2605.5,1.1367431733449311,4228.5,1.421449512702176,2227.0,117.2855536821394
1707024418,2024-02-04 13:26:58,217.02446,1.7399298591180443,2324.0,1.1523887286907928,3858.5,1.4431991334685013,2038.0,114.42396421544545
1707024428,2024-02-04 13:27:08,214.21916,1.7402882857972672,2466.5,1.1441641540731098,4095.5,1.4566113559266687,2168.0,115.91149823865679
1707024438,2024-02-04 13:27:18,217.38695,1.7374193754492162,2340.5,1.1480478840486512,3884.5,1.4204477447291486,2035.0,114.30761719296923
1707024448,2024-02-04 13:27:28,215.27359,1.7187864321766817,2357.5,1.1462829837996777,3898.5,1.4544688788690099,2030.5,114.39207600331227
1707024458,2024-02-04 13:27:38,212.84084,1.7280570917024272,2525.5,1.1350030301209322,4122.5,1.421430697701088,2201.5,116.19419996752346
1707024469,2024-02-04 13:27:49,215.76828,1.7334307930319528,2265.0,1.157283150101306,3805.5,1.4179216920525746,1954.5,113.7330771747867
1707024479,2024-02-04 13:27:59,212.46967,1.7193612806062615,2525.5,1.1355211317056695,4108.0,1.4286063837105492,2191.0,116.12465790002716
1707024489,2024-02-04 13:28:09,217.81125,1.7489819785610563,2336.5,1.1662797212979614,3904.0,1.4571186309206126,2085.0,114.35516059265386
1707024499,2024-02-04 13:28:19,213.5763,1.767648378118091,2412.5,1.1988935315533882,3982.5,1.4959836671904208,2138.5,115.20147444316461
1707024509,2024-02-04 13:28:29,213.09589,1.708867385560111,2452.5,1.138218469837655,4009.0,1.4776964093498173,2164.5,115.56622701810899
1707024519,2024-02-04 13:28:39,216.93637,1.7416885594263225,2151.5,1.1659398751072085,3569.5,1.55466687001077,1925.0,112.15079148693013
1707024529,2024-02-04 13:28:49,211.3839,1.7197061089880445,2618.0,1.1412670142561563,4244.0,1.470405494254308,2263.0,117.33350860040221
1707024540,2024-02-04 13:29:00,212.21632,1.7205061258619014,2501.0,1.1658616047094181,4100.5,1.5306668297894188,2194.5,116.32363657253185
1707024550,2024-02-04 13:29:10,214.61206,1.740819859813149,2288.0,1.1517629108412615,3775.0,1.5132335841734263,2025.5,113.93149641272112
1707024560,2024-02-04 13:29:20,209.91077,1.7135938252415581,2678.5,1.1360043281951466,4287.0,1.4727030019478036,2308.5,117.57123564814428
1707024570,2024-02-04 13:29:30,212.75238,1.7044806230609764,2503.5,1.1422638512571772,4091.0,1.4864727904407897,2209.0,116.1933495609786
1707024580,2024-02-04 13:29:40,212.11143,1.7304516230150444,2431.5,1.1491626421200993,3940.5,1.4822090013393932,2137.0,114.93805319621714
1707024590,2024-02-04 13:29:50,213.29291,1.7301613050353395,2395.0,1.1408511339642087,3904.5,1.4643118597666331,2067.0,114.72511855059102
1707024600,2024-02-04 13:30:00,215.36324,1.7273563315963003,2428.0,1.1704355915925218,3998.5,1.5171959637605477,2167.0,123.08003338859312
1707024610,2024-02-04 13:30:10,210.31496,1.7163262619105437,2413.0,1.1389574878668467,3906.5,1.482057837725915,2109.5,122.97333045395376
1707024621,2024-02-04 13:30:21,213.52621,1.7193831424669506,2528.5,1.1304263265387495,4098.5,1.4807384940033645,2202.5,115.83190036807662
1707024631,2024-02-04 13:30:31,212.79271,1.7184429333978328,2450.0,1.1615132812214264,4032.0,1.4939178858015687,2177.5,115.81256169786967
1707024641,2024-02-04 13:30:41,213.94795,1.734581052987093,2415.0,1.157657525271937,3959.5,1.523311041385276,2135.0,123.07992896705223
1707024651,2024-02-04 13:30:51,212.03015,1.70868248250897,2519.5,1.1387221962941965,4066.5,1.4772784881119836,2202.0,124.31865244676531
1707024661,2024-02-04 13:31:01,218.52644,1.757256601297097,2114.0,1.1676565310645302,3516.0,1.5217781451953685,1859.5,112.06323576795484
1707024671,2024-02-04 13:31:11,213.91272,1.6867001658658647,2294.5,1.1433413645821926,3757.0,1.4797365904354762,1979.0,113.49391047577997
1707024682,2024-02-04 13:31:22,217.5462,1.7294891369637573,2106.5,1.1570027041827053,3489.5,1.5051057198869402,1889.0,111.60545353077009
1707024692,2024-02-04 13:31:32,220.91193,1.7338849490059909,1823.5,1.1594999131699586,3111.0,1.5225846928541142,1616.5,108.40183790917843
1707024702,2024-02-04 13:31:42,219.35956,1.7391411185483228,2000.0,1.1628456840412014,3346.5,1.5110969572127153,1763.0,109.91197143485195
1707024712,2024-02-04 13:31:52,216.44398,1.7225304768198169,2106.0,1.1648276496984564,3527.5,1.5134812426581978,1868.0,111.55941720605631
1707024722,2024-02-04 13:32:02,211.30956,1.70465864387816,2385.0,1.1247015051789193,3875.0,1.4685262419317968,2086.5,114.73194640576588
1707024732,2024-02-04 13:32:12,214.19826,1.6768365103923246,2380.0,1.1461996545004944,3888.0,1.4866149760254188,2109.0,114.24150064618051
1707024742,2024-02-04 13:32:22,1194.9716,1.0469939197994846,174.0,1.0469939197994846,174.0,,,250.37424670616397
1707024752,2024-02-04 13:32:32,nan,,,,,,,nan
1707024763,2024-02-04 13:32:43,nan,,,,,,,nan
1707024773,2024-02-04 13:32:53,nan,,,,,,,nan
1707024783,2024-02-04 13:33:03,nan,,,,,,,nan
1707024793,2024-02-04 13:33:13,nan,,,,,,,nan
1707024803,2024-02-04 13:33:23,208.49553,1.730071180954376,2649.0,1.134364308782222,4224.5,1.5193098308181952,2317.5,117.34337973606537
1707024813,2024-02-04 13:33:33,209.79721,1.7141048035195172,2625.5,1.1534477380336785,4247.5,1.5236333917906013,2324.5,117.3674595443536
1707024823,2024-02-04 13:33:43,208.85619,1.7245284509135383,2677.5,1.1488868688650107,4295.0,1.5027518767351657,2362.5,117.76208719869906
1707024834,2024-02-04 13:33:54,208.73912,1.685933318834099,2739.5,1.14031567576175,4373.0,1.5104554508081722,2414.5,118.06998419771338
1707024844,2024-02-04 13:34:04,207.84647,1.7013009930666927,2752.5,1.1431708237887916,4375.0,1.5328423083020664,2455.0,118.30375326359079
1707024854,2024-02-04 13:34:14,208.6816,1.716229022425584,2702.0,1.1685375106418008,4338.5,1.519623322116529,2395.0,117.96413102532762
1707024864,2024-02-04 13:34:24,212.60289,1.7086671236220752,2527.0,1.150247077906937,4080.5,1.4802350510562778,2192.0,115.95235958246329
1707024874,2024-02-04 13:34:34,210.33119,1.7081945569683963,2595.0,1.1660473563745508,4208.0,1.5246308201389764,2317.5,116.66767102779914
1707024884,2024-02-04 13:34:44,212.81912,1.7046596794241087,2256.0,1.1372494460411882,3700.0,1.5053495211563808,1974.0,113.06760535088118
1707024894,2024-02-04 13:34:54,217.12315,1.7278299112320268,2238.0,1.161627844308664,3651.5,1.539256503075504,1957.5,112.99022237733246
1707024905,2024-02-04 13:35:05,211.58862,1.7301217423891488,2562.0,1.1532509100452222,4126.5,1.5106302364254311,2274.5,116.16622104477977
1707024915,2024-02-04 13:35:15,209.52312,1.6941912038529006,2566.0,1.1502275141017575,4148.0,1.5006322723641656,2238.5,116.6211714388627
1707024925,2024-02-04 13:35:25,212.00133,1.71778657430056,2515.5,1.1610993472883562,4088.5,1.5169976348525578,2218.0,116.20879150046909
1707024935,2024-02-04 13:35:35,209.49661,1.7001645863095547,2369.5,1.130009444809602,3857.0,1.5012360304105308,2107.0,114.55176508214635
1707024945,2024-02-04 13:35:45,208.9101,1.7074361199349577,2757.5,1.1436666075871824,4407.0,1.4842754847570934,2408.0,126.40895519254701
1707024955,2024-02-04 13:35:55,211.30724,1.7136870809386007,2652.5,1.162596946178081,4245.5,1.5252415373545185,2348.0,125.22338340946453
1707024965,2024-02-04 13:36:05,208.06815,1.6922935030437245,2595.0,1.1329688485453497,4155.5,1.4583522755719385,2262.0,116.11944689043756
1707024976,2024-02-04 13:36:16,nan,,,,,,,nan
1707024986,2024-02-04 13:36:26,nan,,,,,,,nan
1707024996,2024-02-04 13:36:36,nan,,,,,,,nan
1707025006,2024-02-04 13:36:46,nan,,,,,,,nan
1707025016,2024-02-04 13:36:56,nan,,,,,,,nan
1707025026,2024-02-04 13:37:06,nan,,,,,,,nan
1707025036,2024-02-04 13:37:16,nan,,,,,,,nan
1707025047,2024-02-04 13:37:27,205.80374,1.1377621250411092,4333.5,1.69247617847387,2721.5,1.471177129995214,2383.5,121.33309568854003
1707025057,2024-02-04 13:37:37,209.91296,1.687252379340627,2606.5,1.134258529200843,4208.0,1.4724872917606133,2288.5,117.21244156443959
1707025067,2024-02-04 13:37:47,210.32906,1.69522065972874,2646.0,1.1512498500034545,4261.5,1.537446789396462,2402.5,117.73649907574828
1707025077,2024-02-04 13:37:57,207.61403,1.689768590685788,2684.0,1.1391409899177318,4304.5,1.4634163077954012,2358.0,117.98404422012534
1707025087,2024-02-04 13:38:07,206.93665,1.686856530045683,2968.0,1.138011665530051,4650.5,1.500840680004011,2579.0,120.57586560775651
1707025097,2024-02-04 13:38:17,206.72604,1.6804891756795284,2725.0,1.1344012037894204,4296.0,1.4821424056259902,2404.0,117.99815493196873
1707025107,2024-02-04 13:38:27,209.90608,1.6937843100079388,2539.0,1.1378931662603746,4084.5,1.4575706864305567,2184.5,116.29727673105303
1707025117,2024-02-04 13:38:37,210.51901,1.1271116939422368,3958.5,1.6929109918919254,2448.0,1.4822041626155733,2159.5,118.80977850067993
1707025128,2024-02-04 13:38:48,212.5825,1.7236978816468373,2446.5,1.1538523593733365,3998.0,1.510759356265331,2194.0,115.87120945195049
1707025138,2024-02-04 13:38:58,210.19899,1.1407147789145982,4205.0,1.6781176669200373,2619.0,1.4816102640184354,2310.0,120.58436114616424
1707025148,2024-02-04 13:39:08,211.5931,1.701545912491177,2406.5,1.1418150222882497,3914.5,1.4940491695226552,2142.5,115.27863555178885
1707025158,2024-02-04 13:39:18,205.26967,1.6687959949237898,2914.5,1.1204345839574712,4578.0,1.4610805559493878,2563.0,120.1045361258443
1707025168,2024-02-04 13:39:28,209.2515,1.705148208779127,2736.0,1.137387582867086,4388.5,1.5188763993286305,2442.0,118.78515030145252
1707025178,2024-02-04 13:39:38,209.14862,1.70022378502689,2486.0,1.142864561899817,4034.5,1.4779386493770843,2201.5,115.87345953252725
1707025188,2024-02-04 13:39:48,208.2235,1.6988459017352007,2756.5,1.1494850005638582,4428.5,1.4891887422178323,2408.0,118.96303179787392
1707025199,2024-02-04 13:39:59,210.58646,1.7169455761976313,2544.0,1.1394266057680715,4117.0,1.50747793090943,2267.0,116.69491361603727
1707025209,2024-02-04 13:40:09,212.5994,1.7337473971123878,2360.0,1.151887365044471,3871.0,1.513615669062372,2103.0,114.79988707119173
1707025219,2024-02-04 13:40:19,206.93782,1.1281956874975838,4691.0,1.6924813263039447,2967.0,1.4807466961188025,2622.0,123.59799071989585
